timestamp,if_score,if_flag,lstm_error,lstm_flag,both_flag,any_flag,confidence,month
2020-10-18 17:45:00+00:00,0.047549008221703,0,0.003326337,0,0,0,0,10
2020-10-18 18:45:00+00:00,0.0521694087103944,0,0.0032983955,0,0,0,0,10
2020-10-18 19:45:00+00:00,0.0550308812316159,0,0.0032574048,0,0,0,0,10
2020-10-18 20:45:00+00:00,0.0534897739945493,0,0.0032302523,0,0,0,0,10
2020-10-18 21:45:00+00:00,0.052851100888372,0,0.0031760305,0,0,0,0,10
2020-10-18 22:45:00+00:00,0.0494590328229255,0,0.0030662424,0,0,0,0,10
2020-10-18 23:45:00+00:00,0.0449413208285588,0,0.0029526039,0,0,0,0,10
2020-10-19 00:45:00+00:00,0.0417634075641074,0,0.0029152317,0,0,0,0,10
2020-10-19 01:45:00+00:00,0.0344104363417459,0,0.002858889,0,0,0,0,10
2020-10-19 02:45:00+00:00,0.032682454236547,0,0.0028043047,0,0,0,0,10
2020-10-19 03:45:00+00:00,0.0280648232636439,0,0.0091836415,0,0,0,0,10
2020-10-19 04:45:00+00:00,0.0370413452028239,0,0.019206734,0,0,0,0,10
2020-10-19 05:45:00+00:00,0.0395362975600269,0,0.034410056,0,0,0,0,10
2020-10-19 06:45:00+00:00,0.0356426548215351,0,0.034453027,0,0,0,0,10
2020-10-19 07:45:00+00:00,0.0344268929587517,0,0.045447942,0,0,0,0,10
2020-10-19 08:45:00+00:00,0.0327220598977783,0,0.045949984,0,0,0,0,10
2020-10-19 09:45:00+00:00,0.0337160132199431,0,0.041847628,0,0,0,0,10
2020-10-19 10:45:00+00:00,0.0370500914152781,0,0.03701935,0,0,0,0,10
2020-10-19 11:45:00+00:00,0.0629179556782422,0,0.032731816,0,0,0,0,10
2020-10-19 12:45:00+00:00,0.078148006620808,0,0.029149888,0,0,0,0,10
2020-10-19 13:45:00+00:00,0.0912023172215285,0,0.022267107,0,0,0,0,10
2020-10-19 14:45:00+00:00,0.0900317543373829,0,0.019975811,0,0,0,0,10
2020-10-19 15:45:00+00:00,0.0933763189344356,0,0.019295244,0,0,0,0,10
2020-10-19 16:45:00+00:00,0.0903464896761352,0,0.018093208,0,0,0,0,10
2020-10-19 17:45:00+00:00,0.0840509613444709,0,0.021608682,0,0,0,0,10
2020-10-19 18:45:00+00:00,0.0821302345995269,0,0.024723979,0,0,0,0,10
2020-10-19 19:45:00+00:00,0.0831845550540372,0,0.024154628,0,0,0,0,10
2020-10-19 20:45:00+00:00,0.0847609419395752,0,0.023394544,0,0,0,0,10
2020-10-19 21:45:00+00:00,0.0852408563908113,0,0.023284873,0,0,0,0,10
2020-10-19 22:45:00+00:00,0.0852408563908113,0,0.024039093,0,0,0,0,10
2020-10-19 23:45:00+00:00,0.0847876648503991,0,0.024513774,0,0,0,0,10
2020-10-20 00:45:00+00:00,0.0815059384873191,0,0.025543213,0,0,0,0,10
2020-10-20 01:45:00+00:00,0.077774607981424,0,0.027417101,0,0,0,0,10
2020-10-20 02:45:00+00:00,0.0757609161390608,0,0.02824591,0,0,0,0,10
2020-10-20 03:45:00+00:00,0.0696068788124089,0,0.02685788,0,0,0,0,10
2020-10-20 04:45:00+00:00,0.0767574976521904,0,0.023810843,0,0,0,0,10
2020-10-20 05:45:00+00:00,0.0769202303087689,0,0.021588905,0,0,0,0,10
2020-10-20 06:45:00+00:00,0.0762931376655783,0,0.017575376,0,0,0,0,10
2020-10-20 07:45:00+00:00,0.0762931376655783,0,0.017282855,0,0,0,0,10
2020-10-20 08:45:00+00:00,0.0766378919164089,0,0.018361874,0,0,0,0,10
2020-10-20 09:45:00+00:00,0.0759067321602225,0,0.018148093,0,0,0,0,10
2020-10-20 10:45:00+00:00,0.0777312688772718,0,0.017333318,0,0,0,0,10
2020-10-20 11:45:00+00:00,0.0755354684740103,0,0.018035416,0,0,0,0,10
2020-10-20 12:45:00+00:00,0.0498142817799961,0,0.018964315,0,0,0,0,10
2020-10-20 13:45:00+00:00,0.0434904235306409,0,0.018821899,0,0,0,0,10
2020-10-20 14:45:00+00:00,0.0570978795756685,0,0.01753363,0,0,0,0,10
2020-10-20 15:45:00+00:00,0.070262534868689,0,0.017274031,0,0,0,0,10
2020-10-20 16:45:00+00:00,0.0691180948528725,0,0.017741617,0,0,0,0,10
2020-10-20 17:45:00+00:00,0.0690432494120485,0,0.01793019,0,0,0,0,10
2020-10-20 18:45:00+00:00,0.0710020279794211,0,0.019029586,0,0,0,0,10
2020-10-20 19:45:00+00:00,0.0707044732421687,0,0.022096073,0,0,0,0,10
2020-10-20 20:45:00+00:00,0.0696865615708789,0,0.025209438,0,0,0,0,10
2020-10-20 21:45:00+00:00,0.0693528195751014,0,0.026380701,0,0,0,0,10
2020-10-20 22:45:00+00:00,0.0693528195751014,0,0.026007807,0,0,0,0,10
2020-10-20 23:45:00+00:00,0.0694023359057953,0,0.024013167,0,0,0,0,10
2020-10-21 00:45:00+00:00,0.0696342107022043,0,0.020873535,0,0,0,0,10
2020-10-21 01:45:00+00:00,0.0688159929056209,0,0.01978367,0,0,0,0,10
2020-10-21 02:45:00+00:00,0.0688159929056209,0,0.020359475,0,0,0,0,10
2020-10-21 03:45:00+00:00,0.0679977674209626,0,0.021036949,0,0,0,0,10
2020-10-21 04:45:00+00:00,0.0646909889015569,0,0.021176498,0,0,0,0,10
2020-10-21 05:45:00+00:00,0.0566874670848726,0,0.02091804,0,0,0,0,10
2020-10-21 06:45:00+00:00,0.060580535751248,0,0.016603135,0,0,0,0,10
2020-10-21 07:45:00+00:00,0.0619663328563149,0,0.016827367,0,0,0,0,10
2020-10-21 08:45:00+00:00,0.0632072042258338,0,0.01806322,0,0,0,0,10
2020-10-21 09:45:00+00:00,0.0643044198004537,0,0.018343598,0,0,0,0,10
2020-10-21 10:45:00+00:00,0.064514340223455,0,0.017354667,0,0,0,0,10
2020-10-21 11:45:00+00:00,0.0728153928278123,0,0.016919872,0,0,0,0,10
2020-10-21 12:45:00+00:00,0.074615355416507,0,0.016466819,0,0,0,0,10
2020-10-21 13:45:00+00:00,0.074841143561029,0,0.016159615,0,0,0,0,10
2020-10-21 14:45:00+00:00,0.0686606891258111,0,0.01669143,0,0,0,0,10
2020-10-21 15:45:00+00:00,0.0731330720655253,0,0.017199274,0,0,0,0,10
2020-10-21 16:45:00+00:00,0.0691905841347062,0,0.018528823,0,0,0,0,10
2020-10-21 17:45:00+00:00,0.0693230318856386,0,0.02049977,0,0,0,0,10
2020-10-21 18:45:00+00:00,0.0602347540117075,0,0.021899592,0,0,0,0,10
2020-10-21 19:45:00+00:00,0.0548510638645083,0,0.023165137,0,0,0,0,10
2020-10-21 20:45:00+00:00,0.0534944929066912,0,0.023734521,0,0,0,0,10
2020-10-21 21:45:00+00:00,0.0553471253924707,0,0.025770906,0,0,0,0,10
2020-10-21 22:45:00+00:00,0.0521950900762641,0,0.028489012,0,0,0,0,10
2020-10-21 23:45:00+00:00,0.0510078502172806,0,0.029819919,0,0,0,0,10
2020-10-22 00:45:00+00:00,0.0485702603071936,0,0.030784376,0,0,0,0,10
2020-10-22 01:45:00+00:00,0.0444539863034358,0,0.031785484,0,0,0,0,10
2020-10-22 02:45:00+00:00,0.0446329874467134,0,0.030846136,0,0,0,0,10
2020-10-22 03:45:00+00:00,0.0433813986263952,0,0.024085682,0,0,0,0,10
2020-10-22 04:45:00+00:00,0.0432073180932004,0,0.020341635,0,0,0,0,10
2020-10-22 05:45:00+00:00,0.0296993489674068,0,0.023446675,0,0,0,0,10
2020-10-22 06:45:00+00:00,0.0287303421080993,0,0.017861227,0,0,0,0,10
2020-10-22 07:45:00+00:00,0.0271301896475484,0,0.018012626,0,0,0,0,10
2020-10-22 08:45:00+00:00,0.0172141777632589,0,0.018593887,0,0,0,0,10
2020-10-22 09:45:00+00:00,0.0123517402062212,0,0.019266106,0,0,0,0,10
2020-10-22 10:45:00+00:00,0.0107145388356454,0,0.020604173,0,0,0,0,10
2020-10-22 11:45:00+00:00,0.0117315852168847,0,0.021183671,0,0,0,0,10
2020-10-22 12:45:00+00:00,0.0149446432701343,0,0.021631472,0,0,0,0,10
2020-10-22 13:45:00+00:00,0.0193119541535777,0,0.022081053,0,0,0,0,10
2020-10-22 14:45:00+00:00,0.0196762181478635,0,0.022041181,0,0,0,0,10
2020-10-22 15:45:00+00:00,0.0209407705415761,0,0.022635039,0,0,0,0,10
2020-10-22 16:45:00+00:00,0.0233822980816253,0,0.02455976,0,0,0,0,10
2020-10-22 17:45:00+00:00,0.0251307278078204,0,0.026473816,0,0,0,0,10
2020-10-22 18:45:00+00:00,0.0265744158909246,0,0.026500272,0,0,0,0,10
2020-10-22 19:45:00+00:00,0.0265744158909246,0,0.02690814,0,0,0,0,10
2020-10-22 20:45:00+00:00,0.0259027652177704,0,0.028227778,0,0,0,0,10
2020-10-22 21:45:00+00:00,0.0258493693479816,0,0.031559248,0,0,0,0,10
2020-10-22 22:45:00+00:00,0.0248133979054815,0,0.033854563,0,0,0,0,10
2020-10-22 23:45:00+00:00,0.0251574162180406,0,0.034749802,0,0,0,0,10
2020-10-23 00:45:00+00:00,0.0249482902382831,0,0.03592132,0,0,0,0,10
2020-10-23 01:45:00+00:00,0.0270498128530815,0,0.037509687,0,0,0,0,10
2020-10-23 02:45:00+00:00,0.0246596376242469,0,0.03772382,0,0,0,0,10
2020-10-23 03:45:00+00:00,0.0233489546966698,0,0.034828536,0,0,0,0,10
2020-10-23 04:45:00+00:00,0.0237787516847844,0,0.026141917,0,0,0,0,10
2020-10-23 05:45:00+00:00,0.0115181369502562,0,0.028381906,0,0,0,0,10
2020-10-23 06:45:00+00:00,0.0080349446950644,0,0.02065953,0,0,0,0,10
2020-10-23 07:45:00+00:00,0.0089415447227187,0,0.019697618,0,0,0,0,10
2020-10-23 08:45:00+00:00,0.0096948362729729,0,0.022153882,0,0,0,0,10
2020-10-23 09:45:00+00:00,0.0096195612994968,0,0.024186825,0,0,0,0,10
2020-10-23 10:45:00+00:00,0.0093840318751088,0,0.025739273,0,0,0,0,10
2020-10-23 11:45:00+00:00,0.0093840318751088,0,0.025712084,0,0,0,0,10
2020-10-23 12:45:00+00:00,0.0095695526594081,0,0.025768997,0,0,0,0,10
2020-10-23 13:45:00+00:00,0.0098179955050858,0,0.025772117,0,0,0,0,10
2020-10-23 14:45:00+00:00,0.010282934450823,0,0.025039228,0,0,0,0,10
2020-10-23 15:45:00+00:00,0.0114901378192525,0,0.025233913,0,0,0,0,10
2020-10-23 16:45:00+00:00,0.0116731540342676,0,0.027469179,0,0,0,0,10
2020-10-23 17:45:00+00:00,0.0085660467399008,0,0.028881283,0,0,0,0,10
2020-10-23 18:45:00+00:00,0.0098931437805945,0,0.02995925,0,0,0,0,10
2020-10-23 19:45:00+00:00,0.0122189993726395,0,0.031176638,0,0,0,0,10
2020-10-23 20:45:00+00:00,0.021559454340285,0,0.03315992,0,0,0,0,10
2020-10-23 21:45:00+00:00,0.0236266507431833,0,0.035782978,0,0,0,0,10
2020-10-23 22:45:00+00:00,0.0242853674902892,0,0.03727289,0,0,0,0,10
2020-10-23 23:45:00+00:00,0.0241914777865865,0,0.037953924,0,0,0,0,10
2020-10-24 00:45:00+00:00,0.0235904697530144,0,0.03931316,0,0,0,0,10
2020-10-24 01:45:00+00:00,0.023984664277124,0,0.04148661,0,0,0,0,10
2020-10-24 02:45:00+00:00,0.0233322782031383,0,0.042034626,0,0,0,0,10
2020-10-24 03:45:00+00:00,0.0233322782031383,0,0.03914178,0,0,0,0,10
2020-10-24 04:45:00+00:00,0.0247647217781897,0,0.032581847,0,0,0,0,10
2020-10-24 05:45:00+00:00,0.0172553595821075,0,0.030190349,0,0,0,0,10
2020-10-24 06:45:00+00:00,0.0220356840708486,0,0.020703582,0,0,0,0,10
2020-10-24 07:45:00+00:00,0.0215062226274216,0,0.018200994,0,0,0,0,10
2020-10-24 08:45:00+00:00,0.0211431972080773,0,0.017342037,0,0,0,0,10
2020-10-24 09:45:00+00:00,0.0205387563785088,0,0.018820886,0,0,0,0,10
2020-10-24 10:45:00+00:00,0.0269152860898991,0,0.020049322,0,0,0,0,10
2020-10-24 11:45:00+00:00,0.0280363925436379,0,0.021016192,0,0,0,0,10
2020-10-24 12:45:00+00:00,0.0246848339705741,0,0.021661239,0,0,0,0,10
2020-10-24 13:45:00+00:00,0.0275056264748723,0,0.022602322,0,0,0,0,10
2020-10-24 14:45:00+00:00,0.027920435214242,0,0.026103767,0,0,0,0,10
2020-10-24 15:45:00+00:00,0.0240172797420564,0,0.030319817,0,0,0,0,10
2020-10-24 16:45:00+00:00,0.0183896527206072,0,0.03407731,0,0,0,0,10
2020-10-24 17:45:00+00:00,0.0168408975176171,0,0.039133307,0,0,0,0,10
2020-10-24 18:45:00+00:00,0.0191299855004559,0,0.036990665,0,0,0,0,10
2020-10-24 19:45:00+00:00,0.0175499095335778,0,0.03621222,0,0,0,0,10
2020-10-24 20:45:00+00:00,0.0175499095335778,0,0.0364312,0,0,0,0,10
2020-10-24 21:45:00+00:00,0.0142727012547619,0,0.036571622,0,0,0,0,10
2020-10-24 22:45:00+00:00,0.0158817074118822,0,0.036915693,0,0,0,0,10
2020-10-24 23:45:00+00:00,0.0185367879435353,0,0.03775851,0,0,0,0,10
2020-10-25 00:45:00+00:00,0.0185367879435353,0,0.038594563,0,0,0,0,10
2020-10-25 01:45:00+00:00,0.0183164471464882,0,0.03883989,0,0,0,0,10
2020-10-25 02:45:00+00:00,0.0194430654459792,0,0.03863528,0,0,0,0,10
2020-10-25 03:45:00+00:00,0.0194430654459792,0,0.037284795,0,0,0,0,10
2020-10-25 04:45:00+00:00,0.0194430654459792,0,0.03470073,0,0,0,0,10
2020-10-25 05:45:00+00:00,0.0250031693874532,0,0.037010632,0,0,0,0,10
2020-10-25 06:45:00+00:00,0.022834812592843,0,0.038395334,0,0,0,0,10
2020-10-25 07:45:00+00:00,0.0273279793179488,0,0.038477965,0,0,0,0,10
2020-10-25 08:45:00+00:00,0.0262486541665334,0,0.036320798,0,0,0,0,10
2020-10-25 09:45:00+00:00,0.0246981963997894,0,0.032956872,0,0,0,0,10
2020-10-25 10:45:00+00:00,0.0239772568317726,0,0.027670203,0,0,0,0,10
2020-10-25 11:45:00+00:00,0.0087108469972956,0,0.020691307,0,0,0,0,10
2020-10-25 12:45:00+00:00,0.0110963536129949,0,0.014254018,0,0,0,0,10
2020-10-25 13:45:00+00:00,-0.0033880561403679,1,0.008320698,0,0,1,1,10
2020-10-25 14:45:00+00:00,0.0156728252657165,0,0.0063343397,0,0,0,0,10
2020-10-25 15:45:00+00:00,0.0242506967413401,0,0.0054672956,0,0,0,0,10
2020-10-25 16:45:00+00:00,0.0285244629717988,0,0.004823988,0,0,0,0,10
2020-10-25 17:45:00+00:00,0.0317197663740812,0,0.00429763,0,0,0,0,10
2020-10-25 18:45:00+00:00,0.0339005840775062,0,0.003984195,0,0,0,0,10
2020-10-25 19:45:00+00:00,0.0310401745182699,0,0.0037481,0,0,0,0,10
2020-10-25 20:45:00+00:00,0.0336726071820985,0,0.003547699,0,0,0,0,10
2020-10-25 21:45:00+00:00,0.0294458607203702,0,0.003333644,0,0,0,0,10
2020-10-25 22:45:00+00:00,0.0295838716906938,0,0.0030960874,0,0,0,0,10
2020-10-25 23:45:00+00:00,0.031410972819129,0,0.0027827849,0,0,0,0,10
2020-10-26 00:45:00+00:00,0.0318366605688442,0,0.0024504736,0,0,0,0,10
2020-10-26 01:45:00+00:00,0.0315391653121341,0,0.002151524,0,0,0,0,10
2020-10-26 02:45:00+00:00,0.0319533450256265,0,0.0019658797,0,0,0,0,10
2020-10-26 03:45:00+00:00,0.0036080945080312,0,0.007848444,0,0,0,0,10
2020-10-26 04:45:00+00:00,0.0092760517147679,0,0.015643163,0,0,0,0,10
2020-10-26 05:45:00+00:00,0.0098370728912492,0,0.025127152,0,0,0,0,10
2020-10-26 06:45:00+00:00,0.0193169451986436,0,0.033583183,0,0,0,0,10
2020-10-26 07:45:00+00:00,0.0305659933961223,0,0.031803884,0,0,0,0,10
2020-10-26 08:45:00+00:00,0.0398359651667564,0,0.03358146,0,0,0,0,10
2020-10-26 09:45:00+00:00,0.0419739960220261,0,0.03329952,0,0,0,0,10
2020-10-26 10:45:00+00:00,0.0503237791355946,0,0.031514302,0,0,0,0,10
2020-10-26 11:45:00+00:00,0.058263645099476,0,0.029105728,0,0,0,0,10
2020-10-26 12:45:00+00:00,0.0563739060743085,0,0.027315417,0,0,0,0,10
2020-10-26 13:45:00+00:00,0.0553293987543546,0,0.025974778,0,0,0,0,10
2020-10-26 14:45:00+00:00,0.0501468578348033,0,0.024656653,0,0,0,0,10
2020-10-26 15:45:00+00:00,0.048172630122439,0,0.024159543,0,0,0,0,10
2020-10-26 16:45:00+00:00,0.0461508019481139,0,0.023382783,0,0,0,0,10
2020-10-26 17:45:00+00:00,0.0350433298984975,0,0.023604685,0,0,0,0,10
2020-10-26 18:45:00+00:00,0.0351050325698776,0,0.025986888,0,0,0,0,10
2020-10-26 19:45:00+00:00,0.0375714020358897,0,0.029041756,0,0,0,0,10
2020-10-26 20:45:00+00:00,0.0324317232990302,0,0.034146342,0,0,0,0,10
2020-10-26 21:45:00+00:00,0.0308845104661288,0,0.038117394,0,0,0,0,10
2020-10-26 22:45:00+00:00,0.0309801444396815,0,0.04052204,0,0,0,0,10
2020-10-26 23:45:00+00:00,0.0298483426048489,0,0.042272232,0,0,0,0,10
2020-10-27 00:45:00+00:00,0.0303370489716543,0,0.043836452,0,0,0,0,10
2020-10-27 01:45:00+00:00,0.0297436989260927,0,0.043478932,0,0,0,0,10
2020-10-27 02:45:00+00:00,0.0290285566588588,0,0.031748127,0,0,0,0,10
2020-10-27 03:45:00+00:00,0.0252975342874527,0,0.026407022,0,0,0,0,10
2020-10-27 04:45:00+00:00,0.0373814346629957,0,0.024266277,0,0,0,0,10
2020-10-27 05:45:00+00:00,0.0368354994059442,0,0.0251416,0,0,0,0,10
2020-10-27 06:45:00+00:00,0.0439728939027972,0,0.017401036,0,0,0,0,10
2020-10-27 07:45:00+00:00,0.0475834568521461,0,0.01633977,0,0,0,0,10
2020-10-27 08:45:00+00:00,0.0506602431938547,0,0.014836234,0,0,0,0,10
2020-10-27 09:45:00+00:00,0.0471848010965753,0,0.01500784,0,0,0,0,10
2020-10-27 10:45:00+00:00,0.0485436756329591,0,0.01604719,0,0,0,0,10
2020-10-27 11:45:00+00:00,0.0408872345532808,0,0.017487042,0,0,0,0,10
2020-10-27 12:45:00+00:00,0.0386629143555186,0,0.018625295,0,0,0,0,10
2020-10-27 13:45:00+00:00,0.0312374423545988,0,0.019622505,0,0,0,0,10
2020-10-27 14:45:00+00:00,0.0251346534683178,0,0.021092493,0,0,0,0,10
2020-10-27 15:45:00+00:00,0.0239267060571535,0,0.022472918,0,0,0,0,10
2020-10-27 16:45:00+00:00,0.0244851094538731,0,0.02449293,0,0,0,0,10
2020-10-27 17:45:00+00:00,0.0251467553504188,0,0.02693971,0,0,0,0,10
2020-10-27 18:45:00+00:00,0.0277380980156717,0,0.028170578,0,0,0,0,10
2020-10-27 19:45:00+00:00,0.0276796193495135,0,0.02931823,0,0,0,0,10
2020-10-27 20:45:00+00:00,0.0273207721792226,0,0.029665787,0,0,0,0,10
2020-10-27 21:45:00+00:00,0.026183955298509,0,0.03173789,0,0,0,0,10
2020-10-27 22:45:00+00:00,0.0265435713634031,0,0.03304116,0,0,0,0,10
2020-10-27 23:45:00+00:00,0.0255838648053746,0,0.033229318,0,0,0,0,10
2020-10-28 00:45:00+00:00,0.0254037624697573,0,0.033776823,0,0,0,0,10
2020-10-28 01:45:00+00:00,0.0264506106533463,0,0.034380164,0,0,0,0,10
2020-10-28 02:45:00+00:00,0.0279266260210672,0,0.033263016,0,0,0,0,10
2020-10-28 03:45:00+00:00,0.0279266260210672,0,0.028693128,0,0,0,0,10
2020-10-28 04:45:00+00:00,0.0286519629615197,0,0.021120727,0,0,0,0,10
2020-10-28 05:45:00+00:00,0.0279353423870822,0,0.022269823,0,0,0,0,10
2020-10-28 06:45:00+00:00,0.0288334761563631,0,0.017614106,0,0,0,0,10
2020-10-28 07:45:00+00:00,0.0284917230608412,0,0.01821019,0,0,0,0,10
2020-10-28 08:45:00+00:00,0.0279646874313183,0,0.01717987,0,0,0,0,10
2020-10-28 09:45:00+00:00,0.029358981986425,0,0.018079316,0,0,0,0,10
2020-10-28 10:45:00+00:00,0.0325199776236204,0,0.018969644,0,0,0,0,10
2020-10-28 11:45:00+00:00,0.0383965096076888,0,0.020089213,0,0,0,0,10
2020-10-28 12:45:00+00:00,0.0412691403386645,0,0.021256927,0,0,0,0,10
2020-10-28 13:45:00+00:00,0.0339083988776219,0,0.02287074,0,0,0,0,10
2020-10-28 14:45:00+00:00,0.0385023922996567,0,0.022236079,0,0,0,0,10
2020-10-28 15:45:00+00:00,0.038209657080353,0,0.022432528,0,0,0,0,10
2020-10-28 16:45:00+00:00,0.038209657080353,0,0.023457495,0,0,0,0,10
2020-10-28 17:45:00+00:00,0.038209657080353,0,0.025931548,0,0,0,0,10
2020-10-28 18:45:00+00:00,0.0409275023819535,0,0.026835067,0,0,0,0,10
2020-10-28 19:45:00+00:00,0.0409275023819535,0,0.028498061,0,0,0,0,10
2020-10-28 20:45:00+00:00,0.0395310033988686,0,0.029273236,0,0,0,0,10
2020-10-28 21:45:00+00:00,0.0372218401496324,0,0.03186853,0,0,0,0,10
2020-10-28 22:45:00+00:00,0.0372218401496324,0,0.033365913,0,0,0,0,10
2020-10-28 23:45:00+00:00,0.0365490198786504,0,0.033705465,0,0,0,0,10
2020-10-29 00:45:00+00:00,0.0372756538398123,0,0.03435914,0,0,0,0,10
